CaptureSignal II -  INSA de Lyon - MATEIS / SGM - JF -  2010																					
Utilisateur: 																					
																					
Description: 																					
																					
N?	Date	Heure	Temps (s)	Voie 0 U(V)	Voie 1 I(A)	Voie 2 	Voie 3 	Voie 4 	Voie 5 	Voie 6 	Voie 7 	Voie 0 volts	Voie 1 volts	Voie 2 volts	Voie 3 volts	Voie 4 volts 	Voie 5 volts	Voie 6 volts	Voie 7 volts	Incident n?	Incident txt
406	09/10/2013	09:12:22	40.50	9.0688801	1.3647698	0	0	0	0	0	0	9.087054	1.313369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
407	09/10/2013	09:12:22	40.60	9.0688896	1.3646870	0	0	0	0	0	0	9.087064	1.313288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
408	09/10/2013	09:12:22	40.70	9.0689430	1.3647031	0	0	0	0	0	0	9.087117	1.313304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
409	09/10/2013	09:12:22	40.80	9.0689611	1.3646284	0	0	0	0	0	0	9.087135	1.313231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
410	09/10/2013	09:12:22	40.90	9.0690432	1.3646731	0	0	0	0	0	0	9.087217	1.313275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
411	09/10/2013	09:12:23	41.00	9.0691261	1.3640999	0	0	0	0	0	0	9.087300	1.312718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
412	09/10/2013	09:12:23	41.10	9.0692024	1.3643920	0	0	0	0	0	0	9.087378	1.313002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
413	09/10/2013	09:12:23	41.20	9.0692749	1.3647346	0	0	0	0	0	0	9.087450	1.313335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
414	09/10/2013	09:12:23	41.30	9.0693703	1.3645744	0	0	0	0	0	0	9.087545	1.313179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
415	09/10/2013	09:12:23	41.40	9.0694284	1.3643203	0	0	0	0	0	0	9.087604	1.312932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
416	09/10/2013	09:12:23	41.50	9.0694380	1.3646781	0	0	0	0	0	0	9.087613	1.313280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
417	09/10/2013	09:12:23	41.60	9.0695620	1.3645585	0	0	0	0	0	0	9.087738	1.313164	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
418	09/10/2013	09:12:23	41.70	9.0696535	1.3644943	0	0	0	0	0	0	9.087829	1.313101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
419	09/10/2013	09:12:23	41.80	9.0697193	1.3646790	0	0	0	0	0	0	9.087895	1.313280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
420	09/10/2013	09:12:23	41.90	9.0697689	1.3645042	0	0	0	0	0	0	9.087945	1.313111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
421	09/10/2013	09:12:24	42.00	9.0697393	1.3648056	0	0	0	0	0	0	9.087915	1.313403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
422	09/10/2013	09:12:24	42.10	9.0697784	1.3647323	0	0	0	0	0	0	9.087955	1.313332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
423	09/10/2013	09:12:24	42.20	9.0697355	1.3648415	0	0	0	0	0	0	9.087912	1.313438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
424	09/10/2013	09:12:24	42.30	9.0697107	1.3648088	0	0	0	0	0	0	9.087887	1.313407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
425	09/10/2013	09:12:24	42.40	9.0696554	1.3648932	0	0	0	0	0	0	9.087831	1.313489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
426	09/10/2013	09:12:24	42.50	9.0696573	1.3650739	0	0	0	0	0	0	9.087833	1.313664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
427	09/10/2013	09:12:24	42.60	9.0696316	1.3647091	0	0	0	0	0	0	9.087807	1.313310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
428	09/10/2013	09:12:24	42.70	9.0695868	1.3643184	0	0	0	0	0	0	9.087762	1.312930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
429	09/10/2013	09:12:24	42.80	9.0694962	1.3644340	0	0	0	0	0	0	9.087671	1.313043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
430	09/10/2013	09:12:24	42.90	9.0694637	1.3644854	0	0	0	0	0	0	9.087640	1.313093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
431	09/10/2013	09:12:25	43.00	9.0694027	1.3646184	0	0	0	0	0	0	9.087578	1.313222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
432	09/10/2013	09:12:25	43.10	9.0693150	1.3644656	0	0	0	0	0	0	9.087490	1.313073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
433	09/10/2013	09:12:25	43.20	9.0692587	1.3643731	0	0	0	0	0	0	9.087434	1.312984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
434	09/10/2013	09:12:25	43.30	9.0692043	1.3646414	0	0	0	0	0	0	9.087379	1.313244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
435	09/10/2013	09:12:25	43.40	9.0692463	1.3645978	0	0	0	0	0	0	9.087421	1.313202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
436	09/10/2013	09:12:25	43.50	9.0692282	1.3642972	0	0	0	0	0	0	9.087402	1.312910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
437	09/10/2013	09:12:25	43.60	9.0693102	1.3647202	0	0	0	0	0	0	9.087485	1.313321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
438	09/10/2013	09:12:25	43.70	9.0693016	1.3646413	0	0	0	0	0	0	9.087477	1.313244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
439	09/10/2013	09:12:25	43.80	9.0692749	1.3646369	0	0	0	0	0	0	9.087449	1.313240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
440	09/10/2013	09:12:25	43.90	9.0693178	1.3644781	0	0	0	0	0	0	9.087493	1.313086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
441	09/10/2013	09:12:26	44.00	9.0693521	1.3647710	0	0	0	0	0	0	9.087527	1.313370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
442	09/10/2013	09:12:26	44.10	9.0693731	1.3645831	0	0	0	0	0	0	9.087548	1.313188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
443	09/10/2013	09:12:26	44.20	9.0693808	1.3645021	0	0	0	0	0	0	9.087556	1.313109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
444	09/10/2013	09:12:26	44.30	9.0692730	1.3644108	0	0	0	0	0	0	9.087448	1.313020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
445	09/10/2013	09:12:26	44.40	9.0692406	1.3643490	0	0	0	0	0	0	9.087416	1.312960	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
446	09/10/2013	09:12:26	44.50	9.0692291	1.3643856	0	0	0	0	0	0	9.087404	1.312996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
447	09/10/2013	09:12:26	44.60	9.0692101	1.3646733	0	0	0	0	0	0	9.087385	1.313275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
448	09/10/2013	09:12:26	44.70	9.0692520	1.3647166	0	0	0	0	0	0	9.087427	1.313317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
449	09/10/2013	09:12:26	44.80	9.0693264	1.3645759	0	0	0	0	0	0	9.087502	1.313180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
450	09/10/2013	09:12:26	44.90	9.0694933	1.3645393	0	0	0	0	0	0	9.087668	1.313145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
451	09/10/2013	09:12:27	45.00	9.0694571	1.3643916	0	0	0	0	0	0	9.087632	1.313002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
452	09/10/2013	09:12:27	45.10	9.0695143	1.3645214	0	0	0	0	0	0	9.087689	1.313128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
453	09/10/2013	09:12:27	45.20	9.0695400	1.3646288	0	0	0	0	0	0	9.087715	1.313232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
454	09/10/2013	09:12:27	45.30	9.0696259	1.3644748	0	0	0	0	0	0	9.087801	1.313082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
455	09/10/2013	09:12:27	45.40	9.0696859	1.3643991	0	0	0	0	0	0	9.087862	1.313009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
456	09/10/2013	09:12:27	45.50	9.0697107	1.3642266	0	0	0	0	0	0	9.087887	1.312841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
457	09/10/2013	09:12:27	45.60	9.0697527	1.3647801	0	0	0	0	0	0	9.087929	1.313379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
458	09/10/2013	09:12:27	45.70	9.0698147	1.3646886	0	0	0	0	0	0	9.087991	1.313290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
459	09/10/2013	09:12:27	45.80	9.0698442	1.3646988	0	0	0	0	0	0	9.088020	1.313300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
460	09/10/2013	09:12:27	45.90	9.0698614	1.3649437	0	0	0	0	0	0	9.088037	1.313538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
461	09/10/2013	09:12:28	46.00	9.0699177	1.3646132	0	0	0	0	0	0	9.088094	1.313217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
462	09/10/2013	09:12:28	46.10	9.0699577	1.3641593	0	0	0	0	0	0	9.088135	1.312776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
463	09/10/2013	09:12:28	46.20	9.0700846	1.3643149	0	0	0	0	0	0	9.088262	1.312927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
464	09/10/2013	09:12:28	46.30	9.0701656	1.3645785	0	0	0	0	0	0	9.088342	1.313183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
465	09/10/2013	09:12:28	46.40	9.0701780	1.3644563	0	0	0	0	0	0	9.088355	1.313064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
466	09/10/2013	09:12:28	46.50	9.0702152	1.3645144	0	0	0	0	0	0	9.088392	1.313121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
467	09/10/2013	09:12:28	46.60	9.0702963	1.3645619	0	0	0	0	0	0	9.088473	1.313167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
468	09/10/2013	09:12:28	46.70	9.0703306	1.3644854	0	0	0	0	0	0	9.088508	1.313093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
469	09/10/2013	09:12:28	46.80	9.0703201	1.3646245	0	0	0	0	0	0	9.088496	1.313228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
470	09/10/2013	09:12:28	46.90	9.0703220	1.3645896	0	0	0	0	0	0	9.088499	1.313194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
471	09/10/2013	09:12:29	47.00	9.0703583	1.3646736	0	0	0	0	0	0	9.088535	1.313275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
472	09/10/2013	09:12:29	47.10	9.0704088	1.3647217	0	0	0	0	0	0	9.088586	1.313322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
473	09/10/2013	09:12:29	47.20	9.0704679	1.3643472	0	0	0	0	0	0	9.088645	1.312958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
474	09/10/2013	09:12:29	47.30	9.0704823	1.3644466	0	0	0	0	0	0	9.088659	1.313055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
475	09/10/2013	09:12:29	47.40	9.0703907	1.3643847	0	0	0	0	0	0	9.088568	1.312995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
476	09/10/2013	09:12:29	47.50	9.0705051	1.3642392	0	0	0	0	0	0	9.088683	1.312854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
477	09/10/2013	09:12:29	47.60	9.0704603	1.3644285	0	0	0	0	0	0	9.088638	1.313037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
478	09/10/2013	09:12:29	47.70	9.0705643	1.3645494	0	0	0	0	0	0	9.088742	1.313155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
479	09/10/2013	09:12:29	47.80	9.0707216	1.3648164	0	0	0	0	0	0	9.088900	1.313414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
480	09/10/2013	09:12:29	47.90	9.0707998	1.3647505	0	0	0	0	0	0	9.088978	1.313350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
481	09/10/2013	09:12:30	48.00	9.0709295	1.3644010	0	0	0	0	0	0	9.089108	1.313011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
482	09/10/2013	09:12:30	48.10	9.0708323	1.3644779	0	0	0	0	0	0	9.089010	1.313085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
483	09/10/2013	09:12:30	48.20	9.0707502	1.3646297	0	0	0	0	0	0	9.088927	1.313233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
484	09/10/2013	09:12:30	48.30	9.0708199	1.3645893	0	0	0	0	0	0	9.088998	1.313193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
485	09/10/2013	09:12:30	48.40	9.0708303	1.3646102	0	0	0	0	0	0	9.089008	1.313214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
486	09/10/2013	09:12:30	48.50	9.0709152	1.3648642	0	0	0	0	0	0	9.089093	1.313460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
487	09/10/2013	09:12:30	48.60	9.0710192	1.3646178	0	0	0	0	0	0	9.089197	1.313221	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
488	09/10/2013	09:12:30	48.70	9.0709839	1.3647821	0	0	0	0	0	0	9.089163	1.313381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
489	09/10/2013	09:12:30	48.80	9.0709171	1.3649565	0	0	0	0	0	0	9.089095	1.313550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
490	09/10/2013	09:12:30	48.90	9.0708694	1.3647776	0	0	0	0	0	0	9.089047	1.313376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
491	09/10/2013	09:12:31	49.00	9.0708857	1.3647807	0	0	0	0	0	0	9.089064	1.313379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
492	09/10/2013	09:12:31	49.10	9.0708284	1.3649132	0	0	0	0	0	0	9.089006	1.313508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
493	09/10/2013	09:12:31	49.20	9.0709143	1.3647960	0	0	0	0	0	0	9.089092	1.313394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
494	09/10/2013	09:12:31	49.30	9.0709639	1.3648431	0	0	0	0	0	0	9.089142	1.313440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
495	09/10/2013	09:12:31	49.40	9.0709314	1.3648331	0	0	0	0	0	0	9.089109	1.313430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
496	09/10/2013	09:12:31	49.50	9.0708828	1.3647367	0	0	0	0	0	0	9.089061	1.313337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
497	09/10/2013	09:12:31	49.60	9.0708866	1.3647943	0	0	0	0	0	0	9.089065	1.313393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
498	09/10/2013	09:12:31	49.70	9.0708351	1.3649088	0	0	0	0	0	0	9.089013	1.313504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
499	09/10/2013	09:12:31	49.80	9.0707788	1.3647275	0	0	0	0	0	0	9.088957	1.313328	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
500	09/10/2013	09:12:31	49.90	9.0707378	1.3645329	0	0	0	0	0	0	9.088916	1.313139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
501	09/10/2013	09:12:32	50.00	9.0707140	1.3649236	0	0	0	0	0	0	9.088892	1.313518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
502	09/10/2013	09:12:32	50.10	9.0707188	1.3644896	0	0	0	0	0	0	9.088897	1.313097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
503	09/10/2013	09:12:32	50.20	9.0706787	1.3647020	0	0	0	0	0	0	9.088856	1.313303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
504	09/10/2013	09:12:32	50.30	9.0706797	1.3644401	0	0	0	0	0	0	9.088858	1.313049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
505	09/10/2013	09:12:32	50.40	9.0707884	1.3644218	0	0	0	0	0	0	9.088966	1.313031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
506	09/10/2013	09:12:32	50.50	9.0708618	1.3647325	0	0	0	0	0	0	9.089040	1.313333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
507	09/10/2013	09:12:32	50.60	9.0709991	1.3644650	0	0	0	0	0	0	9.089177	1.313073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
508	09/10/2013	09:12:32	50.70	9.0708961	1.3645139	0	0	0	0	0	0	9.089074	1.313120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
509	09/10/2013	09:12:32	50.80	9.0708017	1.3645645	0	0	0	0	0	0	9.088980	1.313169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
510	09/10/2013	09:12:32	50.90	9.0707455	1.3646411	0	0	0	0	0	0	9.088923	1.313244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
511	09/10/2013	09:12:33	51.00	9.0706224	1.3648735	0	0	0	0	0	0	9.088800	1.313469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
512	09/10/2013	09:12:33	51.10	9.0704794	1.3646264	0	0	0	0	0	0	9.088657	1.313230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
513	09/10/2013	09:12:33	51.20	9.0704403	1.3647689	0	0	0	0	0	0	9.088617	1.313368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
514	09/10/2013	09:12:33	51.30	9.0703106	1.3644847	0	0	0	0	0	0	9.088488	1.313092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
515	09/10/2013	09:12:33	51.40	9.0702562	1.3647937	0	0	0	0	0	0	9.088433	1.313392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
516	09/10/2013	09:12:33	51.50	9.0702677	1.3648174	0	0	0	0	0	0	9.088445	1.313415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
517	09/10/2013	09:12:33	51.60	9.0703773	1.3642952	0	0	0	0	0	0	9.088554	1.312908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
518	09/10/2013	09:12:33	51.70	9.0704651	1.3645649	0	0	0	0	0	0	9.088642	1.313170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
519	09/10/2013	09:12:33	51.80	9.0704231	1.3643215	0	0	0	0	0	0	9.088601	1.312933	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
520	09/10/2013	09:12:33	51.90	9.0704222	1.3645262	0	0	0	0	0	0	9.088599	1.313132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
521	09/10/2013	09:12:34	52.00	9.0704069	1.3647085	0	0	0	0	0	0	9.088584	1.313309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
522	09/10/2013	09:12:34	52.10	9.0704050	1.3644027	0	0	0	0	0	0	9.088582	1.313012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
523	09/10/2013	09:12:34	52.20	9.0704222	1.3643372	0	0	0	0	0	0	9.088599	1.312949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
524	09/10/2013	09:12:34	52.30	9.0704479	1.3644296	0	0	0	0	0	0	9.088625	1.313038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
525	09/10/2013	09:12:34	52.40	9.0704727	1.3644855	0	0	0	0	0	0	9.088651	1.313093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
526	09/10/2013	09:12:34	52.50	9.0703945	1.3641825	0	0	0	0	0	0	9.088572	1.312799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
527	09/10/2013	09:12:34	52.60	9.0703983	1.3645595	0	0	0	0	0	0	9.088575	1.313165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
528	09/10/2013	09:12:34	52.70	9.0705128	1.3643144	0	0	0	0	0	0	9.088690	1.312927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
529	09/10/2013	09:12:34	52.80	9.0705681	1.3645121	0	0	0	0	0	0	9.088745	1.313119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
530	09/10/2013	09:12:34	52.90	9.0705948	1.3644559	0	0	0	0	0	0	9.088773	1.313064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
531	09/10/2013	09:12:35	53.00	9.0706387	1.3643270	0	0	0	0	0	0	9.088817	1.312939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
532	09/10/2013	09:12:35	53.10	9.0706234	1.3645093	0	0	0	0	0	0	9.088800	1.313116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
533	09/10/2013	09:12:35	53.20	9.0706434	1.3643116	0	0	0	0	0	0	9.088821	1.312924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
534	09/10/2013	09:12:35	53.30	9.0706720	1.3640709	0	0	0	0	0	0	9.088850	1.312690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
535	09/10/2013	09:12:35	53.40	9.0707092	1.3640116	0	0	0	0	0	0	9.088887	1.312633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
536	09/10/2013	09:12:35	53.50	9.0707340	1.3640305	0	0	0	0	0	0	9.088911	1.312651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
537	09/10/2013	09:12:35	53.60	9.0707722	1.3642385	0	0	0	0	0	0	9.088950	1.312853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
538	09/10/2013	09:12:35	53.70	9.0707512	1.3641853	0	0	0	0	0	0	9.088929	1.312801	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
539	09/10/2013	09:12:35	53.80	9.0707159	1.3640766	0	0	0	0	0	0	9.088894	1.312696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
540	09/10/2013	09:12:35	53.90	9.0707006	1.3640444	0	0	0	0	0	0	9.088879	1.312665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
541	09/10/2013	09:12:36	54.00	9.0706854	1.3637719	0	0	0	0	0	0	9.088863	1.312400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
542	09/10/2013	09:12:36	54.10	9.0706654	1.3641510	0	0	0	0	0	0	9.088843	1.312768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
543	09/10/2013	09:12:36	54.20	9.0705938	1.3640956	0	0	0	0	0	0	9.088771	1.312714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
544	09/10/2013	09:12:36	54.30	9.0706215	1.3643457	0	0	0	0	0	0	9.088799	1.312957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
545	09/10/2013	09:12:36	54.40	9.0705824	1.3642941	0	0	0	0	0	0	9.088759	1.312907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
546	09/10/2013	09:12:36	54.50	9.0706797	1.3640732	0	0	0	0	0	0	9.088857	1.312692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
547	09/10/2013	09:12:36	54.60	9.0706778	1.3644320	0	0	0	0	0	0	9.088855	1.313041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
548	09/10/2013	09:12:36	54.70	9.0707235	1.3641700	0	0	0	0	0	0	9.088902	1.312786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
549	09/10/2013	09:12:36	54.80	9.0707817	1.3642088	0	0	0	0	0	0	9.088960	1.312824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
550	09/10/2013	09:12:36	54.90	9.0708199	1.3642591	0	0	0	0	0	0	9.088998	1.312873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
551	09/10/2013	09:12:37	55.00	9.0707941	1.3642373	0	0	0	0	0	0	9.088972	1.312852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
552	09/10/2013	09:12:37	55.10	9.0707836	1.3642138	0	0	0	0	0	0	9.088962	1.312829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
553	09/10/2013	09:12:37	55.20	9.0707922	1.3645672	0	0	0	0	0	0	9.088970	1.313172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
554	09/10/2013	09:12:37	55.30	9.0707483	1.3639948	0	0	0	0	0	0	9.088926	1.312616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
555	09/10/2013	09:12:37	55.40	9.0708284	1.3642615	0	0	0	0	0	0	9.089007	1.312875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
556	09/10/2013	09:12:37	55.50	9.0709429	1.3645236	0	0	0	0	0	0	9.089121	1.313130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
557	09/10/2013	09:12:37	55.60	9.0710239	1.3643435	0	0	0	0	0	0	9.089202	1.312955	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
558	09/10/2013	09:12:37	55.70	9.0710201	1.3640100	0	0	0	0	0	0	9.089199	1.312631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
559	09/10/2013	09:12:37	55.80	9.0708952	1.3640149	0	0	0	0	0	0	9.089073	1.312636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
560	09/10/2013	09:12:37	55.90	9.0708313	1.3641508	0	0	0	0	0	0	9.089009	1.312768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
561	09/10/2013	09:12:38	56.00	9.0708590	1.3641597	0	0	0	0	0	0	9.089037	1.312776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
562	09/10/2013	09:12:38	56.10	9.0708981	1.3642629	0	0	0	0	0	0	9.089077	1.312877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
563	09/10/2013	09:12:38	56.20	9.0709639	1.3643564	0	0	0	0	0	0	9.089142	1.312967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
564	09/10/2013	09:12:38	56.30	9.0709076	1.3642415	0	0	0	0	0	0	9.089086	1.312856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
565	09/10/2013	09:12:38	56.40	9.0708237	1.3637239	0	0	0	0	0	0	9.089002	1.312353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
