CaptureSignal II -  INSA de Lyon - MATEIS / SGM - JF -  2010																					
Utilisateur: 																					
																					
Description: 																					
																					
N?	Date	Heure	Temps (s)	Voie 0 U(V)	Voie 1 I(A)	Voie 2 	Voie 3 	Voie 4 	Voie 5 	Voie 6 	Voie 7 	Voie 0 volts	Voie 1 volts	Voie 2 volts	Voie 3 volts	Voie 4 volts 	Voie 5 volts	Voie 6 volts	Voie 7 volts	Incident n?	Incident txt
1767	09/10/2013	09:14:38	176.60	9.0754099	1.3641415	0	0	0	0	0	0	9.093596	1.312759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1768	09/10/2013	09:14:38	176.70	9.0752163	1.3641220	0	0	0	0	0	0	9.093404	1.312740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1769	09/10/2013	09:14:38	176.80	9.0751247	1.3638719	0	0	0	0	0	0	9.093311	1.312497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1770	09/10/2013	09:14:38	176.90	9.0750608	1.3638889	0	0	0	0	0	0	9.093247	1.312513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1771	09/10/2013	09:14:39	177.00	9.0750284	1.3638790	0	0	0	0	0	0	9.093214	1.312504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1772	09/10/2013	09:14:39	177.10	9.0750122	1.3638839	0	0	0	0	0	0	9.093198	1.312509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1773	09/10/2013	09:14:39	177.20	9.0753107	1.3641434	0	0	0	0	0	0	9.093497	1.312760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1774	09/10/2013	09:14:39	177.30	9.0755043	1.3639168	0	0	0	0	0	0	9.093692	1.312541	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1775	09/10/2013	09:14:39	177.40	9.0756407	1.3642997	0	0	0	0	0	0	9.093829	1.312912	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1776	09/10/2013	09:14:39	177.50	9.0757446	1.3640486	0	0	0	0	0	0	9.093932	1.312669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1777	09/10/2013	09:14:39	177.60	9.0757360	1.3642825	0	0	0	0	0	0	9.093924	1.312896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1778	09/10/2013	09:14:39	177.70	9.0756960	1.3640020	0	0	0	0	0	0	9.093884	1.312623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1779	09/10/2013	09:14:39	177.80	9.0756044	1.3640064	0	0	0	0	0	0	9.093793	1.312628	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1780	09/10/2013	09:14:39	177.90	9.0756092	1.3641106	0	0	0	0	0	0	9.093797	1.312729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1781	09/10/2013	09:14:40	178.00	9.0756168	1.3639526	0	0	0	0	0	0	9.093804	1.312575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1782	09/10/2013	09:14:40	178.10	9.0756855	1.3637719	0	0	0	0	0	0	9.093873	1.312400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1783	09/10/2013	09:14:40	178.20	9.0757637	1.3636879	0	0	0	0	0	0	9.093952	1.312318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1784	09/10/2013	09:14:40	178.30	9.0757780	1.3637714	0	0	0	0	0	0	9.093966	1.312399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1785	09/10/2013	09:14:40	178.40	9.0757008	1.3640147	0	0	0	0	0	0	9.093888	1.312636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1786	09/10/2013	09:14:40	178.50	9.0756397	1.3637685	0	0	0	0	0	0	9.093827	1.312397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1787	09/10/2013	09:14:40	178.60	9.0756121	1.3637160	0	0	0	0	0	0	9.093801	1.312346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1788	09/10/2013	09:14:40	178.70	9.0756445	1.3637999	0	0	0	0	0	0	9.093832	1.312427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1789	09/10/2013	09:14:40	178.80	9.0757189	1.3638836	0	0	0	0	0	0	9.093907	1.312508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1790	09/10/2013	09:14:40	178.90	9.0758162	1.3639648	0	0	0	0	0	0	9.094004	1.312587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1791	09/10/2013	09:14:41	179.00	9.0758228	1.3640031	0	0	0	0	0	0	9.094011	1.312624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1792	09/10/2013	09:14:41	179.10	9.0757236	1.3640442	0	0	0	0	0	0	9.093911	1.312664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1793	09/10/2013	09:14:41	179.20	9.0756512	1.3638653	0	0	0	0	0	0	9.093839	1.312491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1794	09/10/2013	09:14:41	179.30	9.0755901	1.3639747	0	0	0	0	0	0	9.093778	1.312597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1795	09/10/2013	09:14:41	179.40	9.0755367	1.3638597	0	0	0	0	0	0	9.093724	1.312485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1796	09/10/2013	09:14:41	179.50	9.0754976	1.3641492	0	0	0	0	0	0	9.093685	1.312766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1797	09/10/2013	09:14:41	179.60	9.0753889	1.3642695	0	0	0	0	0	0	9.093576	1.312883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1798	09/10/2013	09:14:41	179.70	9.0754776	1.3639987	0	0	0	0	0	0	9.093665	1.312620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1799	09/10/2013	09:14:41	179.80	9.0755329	1.3637732	0	0	0	0	0	0	9.093720	1.312401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1800	09/10/2013	09:14:41	179.90	9.0756207	1.3640462	0	0	0	0	0	0	9.093808	1.312666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1801	09/10/2013	09:14:42	180.00	9.0757113	1.3641376	0	0	0	0	0	0	9.093899	1.312755	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1802	09/10/2013	09:14:42	180.10	9.0759039	1.3642896	0	0	0	0	0	0	9.094092	1.312903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1803	09/10/2013	09:14:42	180.20	9.0759687	1.3642502	0	0	0	0	0	0	9.094157	1.312864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1804	09/10/2013	09:14:42	180.30	9.0758257	1.3641676	0	0	0	0	0	0	9.094014	1.312784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1805	09/10/2013	09:14:42	180.40	9.0757132	1.3642434	0	0	0	0	0	0	9.093902	1.312858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1806	09/10/2013	09:14:42	180.50	9.0756130	1.3641570	0	0	0	0	0	0	9.093801	1.312774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1807	09/10/2013	09:14:42	180.60	9.0756245	1.3639685	0	0	0	0	0	0	9.093812	1.312591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1808	09/10/2013	09:14:42	180.70	9.0756550	1.3641263	0	0	0	0	0	0	9.093843	1.312744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1809	09/10/2013	09:14:42	180.80	9.0756807	1.3640573	0	0	0	0	0	0	9.093868	1.312677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1810	09/10/2013	09:14:42	180.90	9.0757532	1.3640629	0	0	0	0	0	0	9.093941	1.312682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1811	09/10/2013	09:14:43	181.00	9.0757818	1.3638740	0	0	0	0	0	0	9.093969	1.312499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1812	09/10/2013	09:14:43	181.10	9.0757942	1.3638844	0	0	0	0	0	0	9.093983	1.312509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1813	09/10/2013	09:14:43	181.20	9.0758381	1.3641998	0	0	0	0	0	0	9.094026	1.312815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1814	09/10/2013	09:14:43	181.30	9.0757694	1.3643337	0	0	0	0	0	0	9.093957	1.312945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1815	09/10/2013	09:14:43	181.40	9.0757809	1.3641081	0	0	0	0	0	0	9.093968	1.312726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1816	09/10/2013	09:14:43	181.50	9.0758171	1.3639014	0	0	0	0	0	0	9.094006	1.312526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1817	09/10/2013	09:14:43	181.60	9.0757809	1.3642467	0	0	0	0	0	0	9.093968	1.312861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1818	09/10/2013	09:14:43	181.70	9.0757456	1.3642590	0	0	0	0	0	0	9.093933	1.312873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1819	09/10/2013	09:14:43	181.80	9.0757408	1.3639535	0	0	0	0	0	0	9.093929	1.312576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1820	09/10/2013	09:14:43	181.90	9.0757055	1.3638515	0	0	0	0	0	0	9.093893	1.312477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1821	09/10/2013	09:14:44	182.00	9.0756531	1.3642610	0	0	0	0	0	0	9.093841	1.312875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1822	09/10/2013	09:14:44	182.10	9.0756054	1.3640566	0	0	0	0	0	0	9.093793	1.312676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1823	09/10/2013	09:14:44	182.20	9.0755653	1.3644085	0	0	0	0	0	0	9.093753	1.313018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1824	09/10/2013	09:14:44	182.30	9.0755339	1.3641026	0	0	0	0	0	0	9.093721	1.312721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1825	09/10/2013	09:14:44	182.40	9.0754919	1.3640149	0	0	0	0	0	0	9.093679	1.312636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1826	09/10/2013	09:14:44	182.50	9.0754929	1.3636869	0	0	0	0	0	0	9.093680	1.312317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1827	09/10/2013	09:14:44	182.60	9.0754452	1.3637064	0	0	0	0	0	0	9.093632	1.312336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1828	09/10/2013	09:14:44	182.70	9.0754337	1.3639972	0	0	0	0	0	0	9.093620	1.312619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1829	09/10/2013	09:14:44	182.80	9.0754223	1.3638959	0	0	0	0	0	0	9.093610	1.312520	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1830	09/10/2013	09:14:44	182.90	9.0754976	1.3638091	0	0	0	0	0	0	9.093685	1.312436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1831	09/10/2013	09:14:45	183.00	9.0754900	1.3639132	0	0	0	0	0	0	9.093678	1.312537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1832	09/10/2013	09:14:45	183.10	9.0755529	1.3639269	0	0	0	0	0	0	9.093740	1.312550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1833	09/10/2013	09:14:45	183.20	9.0756464	1.3638892	0	0	0	0	0	0	9.093834	1.312514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1834	09/10/2013	09:14:45	183.30	9.0756826	1.3639297	0	0	0	0	0	0	9.093871	1.312553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1835	09/10/2013	09:14:45	183.40	9.0757656	1.3637692	0	0	0	0	0	0	9.093953	1.312397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1836	09/10/2013	09:14:45	183.50	9.0758781	1.3636025	0	0	0	0	0	0	9.094066	1.312235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1837	09/10/2013	09:14:45	183.60	9.0759840	1.3639834	0	0	0	0	0	0	9.094172	1.312605	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1838	09/10/2013	09:14:45	183.70	9.0759468	1.3637223	0	0	0	0	0	0	9.094134	1.312352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1839	09/10/2013	09:14:45	183.80	9.0758772	1.3639075	0	0	0	0	0	0	9.094065	1.312532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1840	09/10/2013	09:14:45	183.90	9.0758677	1.3639739	0	0	0	0	0	0	9.094056	1.312596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1841	09/10/2013	09:14:46	184.00	9.0758152	1.3636541	0	0	0	0	0	0	9.094003	1.312286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1842	09/10/2013	09:14:46	184.10	9.0756683	1.3639927	0	0	0	0	0	0	9.093856	1.312614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1843	09/10/2013	09:14:46	184.20	9.0755310	1.3638813	0	0	0	0	0	0	9.093719	1.312506	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1844	09/10/2013	09:14:46	184.30	9.0754633	1.3638334	0	0	0	0	0	0	9.093651	1.312460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1845	09/10/2013	09:14:46	184.40	9.0754576	1.3640611	0	0	0	0	0	0	9.093645	1.312681	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1846	09/10/2013	09:14:46	184.50	9.0754385	1.3639470	0	0	0	0	0	0	9.093625	1.312570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1847	09/10/2013	09:14:46	184.60	9.0755005	1.3634033	0	0	0	0	0	0	9.093688	1.312042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1848	09/10/2013	09:14:46	184.70	9.0755205	1.3640034	0	0	0	0	0	0	9.093707	1.312625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1849	09/10/2013	09:14:46	184.80	9.0755806	1.3635733	0	0	0	0	0	0	9.093768	1.312207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1850	09/10/2013	09:14:46	184.90	9.0756073	1.3638591	0	0	0	0	0	0	9.093795	1.312485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1851	09/10/2013	09:14:47	185.00	9.0756397	1.3640256	0	0	0	0	0	0	9.093827	1.312646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1852	09/10/2013	09:14:47	185.10	9.0756969	1.3639200	0	0	0	0	0	0	9.093884	1.312544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1853	09/10/2013	09:14:47	185.20	9.0758152	1.3640000	0	0	0	0	0	0	9.094003	1.312621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1854	09/10/2013	09:14:47	185.30	9.0758448	1.3637666	0	0	0	0	0	0	9.094032	1.312395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1855	09/10/2013	09:14:47	185.40	9.0758343	1.3640189	0	0	0	0	0	0	9.094022	1.312640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1856	09/10/2013	09:14:47	185.50	9.0758715	1.3640951	0	0	0	0	0	0	9.094059	1.312714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1857	09/10/2013	09:14:47	185.60	9.0759201	1.3642647	0	0	0	0	0	0	9.094109	1.312878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1858	09/10/2013	09:14:47	185.70	9.0760317	1.3641657	0	0	0	0	0	0	9.094220	1.312782	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1859	09/10/2013	09:14:47	185.80	9.0761862	1.3639055	0	0	0	0	0	0	9.094375	1.312530	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1860	09/10/2013	09:14:47	185.90	9.0762720	1.3642298	0	0	0	0	0	0	9.094461	1.312845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1861	09/10/2013	09:14:48	186.00	9.0763035	1.3642280	0	0	0	0	0	0	9.094493	1.312843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1862	09/10/2013	09:14:48	186.10	9.0762959	1.3641510	0	0	0	0	0	0	9.094485	1.312768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1863	09/10/2013	09:14:48	186.20	9.0763283	1.3642335	0	0	0	0	0	0	9.094518	1.312848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1864	09/10/2013	09:14:48	186.30	9.0762777	1.3641576	0	0	0	0	0	0	9.094467	1.312774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1865	09/10/2013	09:14:48	186.40	9.0763235	1.3640651	0	0	0	0	0	0	9.094512	1.312685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1866	09/10/2013	09:14:48	186.50	9.0763054	1.3642615	0	0	0	0	0	0	9.094494	1.312875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1867	09/10/2013	09:14:48	186.60	9.0762663	1.3643665	0	0	0	0	0	0	9.094456	1.312977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1868	09/10/2013	09:14:48	186.70	9.0762186	1.3642309	0	0	0	0	0	0	9.094408	1.312846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1869	09/10/2013	09:14:48	186.80	9.0761700	1.3643216	0	0	0	0	0	0	9.094358	1.312934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1870	09/10/2013	09:14:48	186.90	9.0761042	1.3638248	0	0	0	0	0	0	9.094293	1.312451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1871	09/10/2013	09:14:49	187.00	9.0760651	1.3639815	0	0	0	0	0	0	9.094254	1.312603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1872	09/10/2013	09:14:49	187.10	9.0760336	1.3641721	0	0	0	0	0	0	9.094222	1.312788	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1873	09/10/2013	09:14:49	187.20	9.0761414	1.3638163	0	0	0	0	0	0	9.094330	1.312443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1874	09/10/2013	09:14:49	187.30	9.0761194	1.3641287	0	0	0	0	0	0	9.094308	1.312746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1875	09/10/2013	09:14:49	187.40	9.0761547	1.3642850	0	0	0	0	0	0	9.094343	1.312898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1876	09/10/2013	09:14:49	187.50	9.0761032	1.3641601	0	0	0	0	0	0	9.094293	1.312777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1877	09/10/2013	09:14:49	187.60	9.0760031	1.3639048	0	0	0	0	0	0	9.094192	1.312529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1878	09/10/2013	09:14:49	187.70	9.0760345	1.3637156	0	0	0	0	0	0	9.094223	1.312345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1879	09/10/2013	09:14:49	187.80	9.0760336	1.3640519	0	0	0	0	0	0	9.094222	1.312672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1880	09/10/2013	09:14:49	187.90	9.0760593	1.3640765	0	0	0	0	0	0	9.094248	1.312696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1881	09/10/2013	09:14:50	188.00	9.0759954	1.3636509	0	0	0	0	0	0	9.094184	1.312282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1882	09/10/2013	09:14:50	188.10	9.0760746	1.3639020	0	0	0	0	0	0	9.094263	1.312526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1883	09/10/2013	09:14:50	188.20	9.0763111	1.3639390	0	0	0	0	0	0	9.094501	1.312562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1884	09/10/2013	09:14:50	188.30	9.0765057	1.3638965	0	0	0	0	0	0	9.094695	1.312521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1885	09/10/2013	09:14:50	188.40	9.0766487	1.3641819	0	0	0	0	0	0	9.094838	1.312798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1886	09/10/2013	09:14:50	188.50	9.0767612	1.3642097	0	0	0	0	0	0	9.094952	1.312825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1887	09/10/2013	09:14:50	188.60	9.0767775	1.3640295	0	0	0	0	0	0	9.094968	1.312650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1888	09/10/2013	09:14:50	188.70	9.0766811	1.3643391	0	0	0	0	0	0	9.094872	1.312951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1889	09/10/2013	09:14:50	188.80	9.0766430	1.3642576	0	0	0	0	0	0	9.094832	1.312871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1890	09/10/2013	09:14:50	188.90	9.0766258	1.3640847	0	0	0	0	0	0	9.094815	1.312704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1891	09/10/2013	09:14:51	189.00	9.0766535	1.3641734	0	0	0	0	0	0	9.094843	1.312790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1892	09/10/2013	09:14:51	189.10	9.0766544	1.3639435	0	0	0	0	0	0	9.094845	1.312567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1893	09/10/2013	09:14:51	189.20	9.0765753	1.3641360	0	0	0	0	0	0	9.094765	1.312753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1894	09/10/2013	09:14:51	189.30	9.0764980	1.3641033	0	0	0	0	0	0	9.094687	1.312722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1895	09/10/2013	09:14:51	189.40	9.0765095	1.3642125	0	0	0	0	0	0	9.094699	1.312828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1896	09/10/2013	09:14:51	189.50	9.0766363	1.3639845	0	0	0	0	0	0	9.094826	1.312606	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1897	09/10/2013	09:14:51	189.60	9.0767107	1.3643167	0	0	0	0	0	0	9.094901	1.312929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1898	09/10/2013	09:14:51	189.70	9.0767002	1.3642725	0	0	0	0	0	0	9.094891	1.312886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1899	09/10/2013	09:14:51	189.80	9.0767221	1.3643614	0	0	0	0	0	0	9.094912	1.312972	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1900	09/10/2013	09:14:51	189.90	9.0767241	1.3641993	0	0	0	0	0	0	9.094913	1.312815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1901	09/10/2013	09:14:52	190.00	9.0767469	1.3642931	0	0	0	0	0	0	9.094937	1.312906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1902	09/10/2013	09:14:52	190.10	9.0767803	1.3643661	0	0	0	0	0	0	9.094970	1.312977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1903	09/10/2013	09:14:52	190.20	9.0767918	1.3639868	0	0	0	0	0	0	9.094981	1.312609	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1904	09/10/2013	09:14:52	190.30	9.0767555	1.3640869	0	0	0	0	0	0	9.094946	1.312706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1905	09/10/2013	09:14:52	190.40	9.0767975	1.3643398	0	0	0	0	0	0	9.094988	1.312951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1906	09/10/2013	09:14:52	190.50	9.0767689	1.3642559	0	0	0	0	0	0	9.094959	1.312870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1907	09/10/2013	09:14:52	190.60	9.0767460	1.3643782	0	0	0	0	0	0	9.094935	1.312989	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1908	09/10/2013	09:14:52	190.70	9.0766582	1.3644488	0	0	0	0	0	0	9.094848	1.313057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1909	09/10/2013	09:14:52	190.80	9.0766497	1.3644840	0	0	0	0	0	0	9.094839	1.313091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1910	09/10/2013	09:14:52	190.90	9.0767784	1.3643440	0	0	0	0	0	0	9.094969	1.312955	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1911	09/10/2013	09:14:53	191.00	9.0767984	1.3640090	0	0	0	0	0	0	9.094988	1.312630	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1912	09/10/2013	09:14:53	191.10	9.0767603	1.3643719	0	0	0	0	0	0	9.094950	1.312982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1913	09/10/2013	09:14:53	191.20	9.0766802	1.3641353	0	0	0	0	0	0	9.094870	1.312753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1914	09/10/2013	09:14:53	191.30	9.0767832	1.3642259	0	0	0	0	0	0	9.094974	1.312841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1915	09/10/2013	09:14:53	191.40	9.0769815	1.3642498	0	0	0	0	0	0	9.095172	1.312864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1916	09/10/2013	09:14:53	191.50	9.0771227	1.3641014	0	0	0	0	0	0	9.095313	1.312720	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1917	09/10/2013	09:14:53	191.60	9.0771942	1.3641219	0	0	0	0	0	0	9.095386	1.312740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1918	09/10/2013	09:14:53	191.70	9.0771465	1.3642170	0	0	0	0	0	0	9.095338	1.312832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1919	09/10/2013	09:14:53	191.80	9.0771494	1.3643032	0	0	0	0	0	0	9.095340	1.312916	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1920	09/10/2013	09:14:53	191.90	9.0771580	1.3644234	0	0	0	0	0	0	9.095348	1.313033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1921	09/10/2013	09:14:54	192.00	9.0771513	1.3643690	0	0	0	0	0	0	9.095342	1.312980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1922	09/10/2013	09:14:54	192.10	9.0770760	1.3643585	0	0	0	0	0	0	9.095266	1.312969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1923	09/10/2013	09:14:54	192.20	9.0770073	1.3642502	0	0	0	0	0	0	9.095198	1.312864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
1924	09/10/2013	09:14:54	192.30	9.0768595	1.3643520	0	0	0	0	0	0	9.095050	1.312963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	
